year_week,WIND_DIRECTION_DEG,WIND_SPEED_MS,BAROMETRIC_PRESSURE_HPA,TEMP_2M_C,RELATIVE_HUMIDITY_PCT,total_ozone,mu,value
1988-W05,196.802395,3.091617,679.433929,5.460843,24.415663,235.429,1.451143,351.243
1988-W06,127.958084,4.494012,678.504762,4.314286,31.748503,242.5,1.780167,351.2526667
1988-W07,173.615854,3.655488,677.046429,4.325153,30.928144,247.333,1.455167,351.3405
1988-W08,205.017857,3.769048,680.575595,5.428659,50.680723,227.4,1.2244,348.8266667
1988-W09,136.551724,5.711207,682.177381,7.555357,7.565476,239.333,1.270667,352.6506
1988-W10,147.561644,3.958904,681.453571,5.774251,23.233533,255,1.542,352.2355
1988-W11,239.789474,3.617763,679.308929,5.175152,32.952096,265.714,1.414,352.3656667
1988-W12,236,4.15618,678.750694,4.495833,47.625,266.75,1.26,352.596
1988-W13,161.390071,3.243262,677.871429,7.040343,36.892945,287.5,1.9385,353.5326
1988-W14,140.451613,3.527742,679.167066,4.887273,38.545455,271.8,1.4158,353.1983333
1988-W15,131.511111,3.293333,680.864286,6.998788,28.69697,267,1.338429,354.0866667
1988-W16,124.43662,4.992254,680.702976,7.750625,19,283.5,1.192,354.585
1988-W17,149.90566,3.400629,679.3625,6.494479,38.024242,280.143,1.681,356.5221667
1988-W18,197.060976,2.653049,680.891667,8.913253,34.978417,274.429,1.366286,353.8428333
1988-W19,194.291667,2.622619,681.354762,7.584431,43.57485,282,1.525286,354.426
1988-W20,168.303571,4.83631,682.115476,9.121687,29.680723,278.857,1.357714,354.3214
1988-W21,133.119048,5.079167,681.102381,6.694643,34.077381,299.714,1.341,354.6995
1988-W22,157.416667,4.504167,682.645238,8.58869,47.827381,271.5,1.537167,353.93
1988-W23,111.197605,3.526347,680.83869,8.152381,33.876543,278.167,1.408833,354.7183333
1988-W24,131.157576,3.863636,682.31131,10.033133,24.795181,266.833,1.374833,353.785
1988-W25,131.724551,7.981437,681.58869,9.928571,19.821429,271.5,1.426667,353.3188333
1988-W26,156.578313,4.56747,681.169643,8.206627,29.716867,274.429,1.249429,353.7155
1988-W27,128.379518,5.633735,680.48869,9.428659,30.390244,268.167,1.240833,352.729
1988-W28,155.120482,4.296988,682.407143,8.960479,42.988024,271.4,1.1454,352.3945
1988-W29,213.875,3.45119,680.950595,7.485629,39.275449,273,1.266,352.0905
1988-W30,172.880952,3.7,681.951786,8.622024,37.64881,270.571,1.081,351.7988333
1988-W31,131.577381,3.972619,681.069048,8.907229,52.073171,267.6,1.277,351.309
1988-W32,180.428571,3.54881,682.215476,8.075595,66.05,264.714,1.661143,350.835
1988-W33,133.879518,4.064458,681.495238,9.23012,25.036145,267,1.218,350.4388333
1988-W34,146.561728,3.449383,680.01131,9.396407,23.215569,258.833,1.374,348.82425
1988-W35,177.671329,3.072028,680.447619,9.725455,46.327273,249.5,1.247667,349.0188333
1988-W36,180.838509,2.860248,680.828571,8.204217,53.168675,260.833,1.439333,349.0071667
1988-W37,122.77451,2.589216,680.877381,9.988554,25.656627,262.429,1.449571,348.78
1988-W38,135.979592,4.044898,680.089881,9.606548,23.416667,260.714,1.325857,349.1521667
1988-W39,162.29878,3.221951,681.852976,7.470482,57.980392,257,1.6295,349.1571667
1988-W40,127.54491,5.100599,680.585714,8.24303,36.084848,262.286,1.622857,348.8916667
1988-W41,172.130952,3.554167,680.896429,7.151786,53.291667,261.8,1.3778,348.7961667
1988-W42,229.346939,3.540816,679.57483,7.033784,57.972973,262.429,1.480429,349.4045
1988-W43,179.153846,2.913287,680.291333,6.753226,43.120968,263.857,1.635143,349.7333333
1988-W44,177.340136,5.34966,679.582143,6.56747,51.36747,253.25,1.30325,350.0732
1988-W45,138.142857,7.810204,681.804167,6.328571,52.708333,255.75,1.25325,349.705
1988-W46,180.386905,3.755952,680.985714,5.014371,66.939394,256.25,1.74625,350.3616667
1988-W47,150.486111,7.931944,680.622619,5.268263,54.228916,264,1.726833,354.935
1988-W48,167.28481,3.325316,680.814286,6.785542,41.259036,257,1.513714,350.686
1988-W49,157.053892,5.491617,680.366667,6.048466,39.447853,250,1.53,350.73
1988-W50,170.166667,5.117857,677.307143,3.588148,54.320755,247.167,1.780833,351.6
1988-W51,156.946309,8.30604,680.538926,4.572109,36.033557,252.833,1.569667,351.685
1988-W52,166.255952,6.496429,680.1375,3.013548,69.757143,271.333,1.748,353.29
1989-W01,167.910714,6.15,679.286905,2.695556,64.642276,254.5,1.559,352.755
1989-W02,150.970238,7.583929,678.800595,2.74,84.357143,256,1.859667,352.59
1989-W03,150.820359,4.531138,678.407143,3.012414,59.39881,259.833,1.751,352.7483333
1989-W04,182.482143,3.952976,678.40119,4.077987,38.821429,262,1.610714,352.855
1989-W05,201.378049,3.845122,677.304762,3.797203,59.638037,264.75,1.32125,353.455
1989-W06,220.449102,4.598802,676.975595,3.319643,68.700637,270,1.3754,352.5283333
1989-W07,144.482143,5.700595,680.486905,3.856364,51.433735,275.857,1.481429,353.2066667
1989-W08,175.125749,4.286228,678.4125,3.705072,39.143713,273.571,1.520857,353.7616667
1989-W09,221.502994,8.321557,675.767262,4.419048,72.136905,260,1.2178,353.775
1989-W10,249.60119,4.921429,678.77619,4.407143,55.77381,273.667,1.435833,353.5183333
1989-W11,176.238095,3.202381,679.089286,3.948611,41.326667,278.8,1.2406,353.27
1989-W12,135.855422,7.078916,681.209524,6.653939,47.678788,272.429,1.340143,355.0066667
1989-W13,122.329341,6.331737,680.211905,4.572414,48.565476,282.6,1.2648,355.14
1989-W14,207.313253,3.389157,675.941667,2.224074,84.053691,290,1.5092,354.1283333
1989-W15,220.386905,2.978571,678.584524,5.322619,47.660714,286.6,1.176,355.485
1989-W16,226.885542,3.774699,678.651786,4.681437,52.02994,294,1.252333,358.3083333
1989-W17,211.018293,2.44939,678.749102,3.681988,74.642857,315,1.190333,356.9116667
1989-W18,251.529762,6.239286,678.723214,6.895238,28.565476,287,1.223,355.2483333
1989-W19,167.820359,3.502395,680.9125,4.468452,75.238095,299,1.59675,356.1733333
1989-W20,211.373494,2.959036,680.053571,5.21131,55.14881,304.6,1.3678,355.8116667
1989-W21,180.39521,4.049102,681.82619,5.361677,65.481707,298.167,1.458167,356.2966667
1989-W22,176.797546,3.65092,680.846429,5.421557,61.287129,260.627,1.321878,356.0883333
1989-W23,186.843373,3.598193,681.278571,6.393976,62.078313,260.627,1.321878,355.575
1989-W24,162.173653,5.209581,682.955357,8.724405,32.842105,286,1.58125,356.1966667
1989-W25,131.339286,4.380357,680.625,9.872455,21.704819,283.667,1.444,355.0333333
1989-W26,154.072289,3.886145,680.622619,9.665868,26.137725,277.714,1.166143,354.1966667
1989-W27,182.291667,3.929762,681.429167,6.941667,49.619048,282,1.3658,354.92
1989-W28,142.721212,8.292727,681.640476,8.640361,45.584337,281.833,1.289167,353.7875
1989-W29,160.279762,6.620833,681.761905,7.850303,65.242424,279.75,1.55175,353.9175
1989-W30,152.994048,3.711905,682.234524,8.413253,39.777108,273,1.188,353.21875
1989-W31,146.736196,3.907362,680.831548,9.097605,29.88024,273,1.068857,352.3125
1989-W32,163.214286,3.285119,681.44881,8.465269,41.047904,273.429,1.080429,352.46875
1989-W33,123.686747,4.311446,681.51369,10.036905,28.658683,274.667,1.214333,351.05875
1989-W34,189.595238,2.896429,680.742262,6.799398,55.533742,273.714,1.415286,349.9
1989-W35,148.095808,4.257485,680.485714,9.158333,34.5,271.429,1.508857,350.07
1989-W36,190.329341,3.037126,679.818452,9.418072,31.277108,275.571,1.397,349.5675
1989-W37,160.874251,2.94012,680.42381,7.098171,47.0875,277,1.408429,349.64125
1989-W38,144.452381,4.657738,680.129167,8.47485,28.335329,275.857,1.353571,349.4375
1989-W39,162.793939,3.546667,680.316667,8.604878,40.969512,269.429,1.546286,349.98125
1989-W40,205.575758,2.311515,680.12381,6.894578,84.701299,265,1.5486,349.5978472
1989-W41,173.907407,3.352469,680.795062,7.383333,61.37037,263.4,1.5822,349.2144444
1989-W42,147.547619,3.410714,680.575595,7.895181,42.164474,263.75,1.42525,350.38125
1989-W43,215.51497,3.315569,680.971429,5.83141,66.891026,261.6,1.6904,350.475
1989-W44,202.23494,2.824699,679.98631,7.311765,34.833333,255.167,1.395333,350.81125
1989-W45,155.035928,4.71976,679.402976,6.055488,34.328358,255.8,1.5152,351.09875
1989-W46,209.791667,2.819048,679.452976,6.852727,49.376812,249.714,1.965857,351.91625
1989-W47,141.658537,5.441463,680.769643,7.135366,16.503067,251.75,1.301,352.424375
1989-W48,186.904192,4.715569,681.827381,7.845181,15.863354,243.857,1.694571,352.9325
1989-W49,195.035928,4.553892,678.985119,6.042236,34.797619,241.833,1.538333,352.40125
1989-W50,258.267081,6.031056,675.230247,4.628188,25.75,244.571,1.898286,352.74875
1989-W51,228.64881,5.1375,680.292262,7.315476,23.824242,246.571,1.543286,352.6925
1989-W52,198.869048,3.369643,679.915476,3.996226,40.550898,252.8,1.7202,352.925
1990-W01,140.437126,7.898802,680.894048,4.686667,39.054545,260.871,1.327862,354.7266667
1990-W02,190.610778,3.169461,680.81369,5.869281,18.113772,237,1.45175,353.5125
1990-W03,190.529762,5.419643,676.032335,3.599401,76.780488,260.836,1.328044,354.035
1990-W04,164.403614,5.070482,676.908982,5.803593,67.428571,251.5,1.3655,353.86625
1990-W05,142.357143,7.67381,679.667262,5.020359,51.260274,252.333,1.609667,354.49
1990-W06,164.493976,6.762048,679.855952,4.318881,23.184049,243.571,1.718,356.03
1990-W07,250.285714,5.069643,678.317857,5.061538,18.46875,246,1.522714,355.4575
1990-W08,242.672619,7.802976,677.342857,5.076667,22.251852,259.8,1.45,357.45875
1990-W09,216.440476,9.45119,677.914881,3.075221,57.22449,251.667,1.756333,356.406875
1990-W10,177.130952,6.657738,679.530357,3.578571,61.524096,255,2.264667,355.355
1990-W11,183.845238,4.523214,679.352976,6.153988,48.407407,253.429,1.353429,356.564
1990-W12,225.041916,4.626946,681.242262,8.416667,34.322148,247.833,1.228,355.38
1990-W13,129.946429,3.485714,681.523214,6.954167,21.208333,289.714,1.319286,356.9283333
1990-W14,225.869048,4.21369,678.055357,5.010204,39.449102,277.333,1.380833,357.4366667
1990-W15,207.095238,3.668452,681.073214,6.782635,44.590361,271.667,1.493,356.195
1990-W16,140.443114,6.499401,681.939286,9.823353,13.739394,274.8,1.443,356.6133333
1990-W17,199.154762,2.975,680.363095,7.614371,40.770186,273.8,1.3912,357.0016667
1990-W18,174.803571,4.048214,680.424405,8.274251,40.47619,275.571,1.312286,357.9083333
1990-W19,188.059524,3.574405,679.954167,8.36747,38.021001,285.429,1.346143,356.9283333
1990-W20,173.291667,3.558929,679.692857,6.944242,36.352941,287.667,1.415333,358.065
1990-W21,144.287425,4.535329,681.672619,7.455689,32.91411,285.429,1.635571,358.065
1990-W22,115.982143,6.385714,683.243452,9.684431,29.626506,275.714,1.489571,357.4683333
1990-W23,156.427711,6.472289,681.992262,9.52619,20.109091,283.143,1.376714,357.0516667
1990-W24,151.220238,6.666667,681.51131,9.514881,21.284848,279.429,1.189714,356.2866667
1990-W25,152.532934,3.064671,681.81369,9.835152,34.615854,261,1.3652,355.9316667
1990-W26,119.837349,5.749398,681.516071,10.516766,27.161677,274.143,1.290857,355.76
1990-W27,235.592814,5.261677,682.067857,6.489634,47.310976,270,1.545571,356.085
1990-W28,165.636364,3.206061,681.108333,7.55,38.902439,277.571,1.193857,353.2233333
1990-W29,136.364198,3.378395,680.969048,7.226946,62.046053,267.857,1.533429,353.775
1990-W30,142.830986,4.901408,681.210714,9.241566,28.620482,273,1.101143,354.3266667
1990-W31,203.951724,2.731724,683.152381,7.389222,66.946108,268.667,1.596167,353.9033333
1990-W32,155.131737,4.482036,681.591667,11.222619,23.232143,273.571,1.109429,351.4933333
1990-W33,150.232143,4.573214,682.439286,9.360241,38.53012,272.429,1.359143,353.4283333
1990-W34,165.730539,3.783234,681.669048,8.391071,45.64881,275,1.227,352.4483333
1990-W35,218.047619,3.322619,681.404762,7.719277,52.395062,266.333,1.3805,350.9
1990-W36,167.77381,3.547024,682.044048,7.908434,54.096386,266.833,1.6065,350.2216667
1990-W37,163.060241,3.695783,680.832738,8.110843,51.36747,264.333,1.619333,351.3666667
1990-W38,175.452381,3.710714,681.5375,7.77485,65.413793,266.75,1.58025,352.2983333
1990-W39,174,3.41976,681.7375,7.372,45.565217,271.833,1.345167,351.0933333
1990-W40,200.419162,2.928743,681.804167,7.997931,43.801418,262.286,1.591143,351.3516667
1990-W41,176.35119,4.581548,680.847024,7.305357,32.029762,267.714,1.371,351.2783333
1990-W42,194.237805,2.367073,682.23253,6.612048,65.368421,261.75,1.31,351.6966667
1990-W43,153.005988,3.526946,681.541071,7.940719,34.08982,257.286,1.528571,351.69
1990-W44,171.493976,3.580723,681.571429,7.06747,45.890909,254.25,1.51775,352.2083333
1990-W45,185.407186,3.317964,679.721429,6.985542,49.924138,260.143,1.551429,352.3766667
1990-W46,176.024242,3.268485,680.642857,6.510119,79.295082,260.667,1.356,353.395
1990-W47,208.604651,6.803101,678.962016,6.166667,91.666667,251.75,2.039,353.6145
1990-W48,188.785714,3.750595,681.5375,6.451807,74.537931,258.143,1.746429,353.834
1990-W49,146.922156,4.238922,680.838095,6.362092,61.019868,250,1.543,353.4416667
1990-W50,180.53012,5.027108,680.41369,4.893,82.764706,247.167,1.53,356.3916667
1990-W51,169.922156,5.320359,678.876378,3.799206,82.177083,262.25,1.74475,356.2875
1990-W52,223.827381,10.270833,675.145833,3.566443,36.279762,267.167,1.6745,356.1833333
1991-W01,228.244048,4.110119,678.811905,6.013415,17.871951,252.667,1.565,354.4133333
1991-W02,184.491018,4.354491,680.674405,5.08631,33.293413,250,1.561857,355.229
1991-W03,190.383234,3.279641,681.695833,3.807031,50.558824,242,1.578429,354.9883333
1991-W04,233.738095,5.78869,676.6875,4.802143,64.293233,243.667,1.519167,354.5666667
1991-W05,228.892857,11.038095,678.407143,5.909581,38.666667,230.2,1.6304,355.5283333
1991-W06,245.583333,4.004167,680.659524,6.464848,29.709091,228.143,1.459,355.945
1991-W07,202.85119,6.795238,679.55119,6.532934,24.97006,236.5,1.416667,356.6583333
1991-W08,200.72619,3.8375,678.060119,3.415854,62.554217,246.4,1.637,356.7666667
1991-W09,251.654762,9.324405,677.166667,7.204192,9.275449,250.286,1.395571,355.42
1991-W10,185.357143,4.149405,678.778571,3.942767,38.077844,274.6,1.385,357.9133333
1991-W11,147.981818,4.852727,679.833333,2.015625,89.541353,289.5,1.227,358.245
1991-W12,232.323353,4.28503,679.613095,4.609697,69.06875,266.5,1.49,357.64
1991-W13,168.065476,4.454762,681.00119,5.107792,41.590361,279.143,1.364286,358.4633333
1991-W14,134.775758,7.952121,681.792262,7.247904,7.664671,284.857,1.316714,358.47
1991-W15,226.730539,4.217964,680.072024,5.255422,57.307229,282.4,1.1254,357.3533333
1991-W16,179.809524,3.404167,678.742857,5.464557,35.644578,308.143,1.363429,360
1991-W17,169.487952,3.61988,681.589286,6.608434,28.13253,299.286,1.343857,358.9866667
1991-W18,153.113772,5.408383,679.947619,7.380368,24.803681,302.714,1.346143,359.955
1991-W19,141.182927,4.212195,681.435714,8.272561,30.304878,291.143,1.477571,358.5583333
1991-W20,133.907407,4.114198,682.690244,8.463804,19.277778,302.2,1.053,360.1816667
1991-W21,171,2.082317,679.434524,5.917365,48.236364,294.857,1.475286,359.5833333
1991-W22,227.879518,2.61988,680.714881,9.878571,27.363095,277.4,1.2716,359.19
1991-W23,161.843373,3.321687,679.892262,7.377108,34.271084,298,1.410333,358.7966667
1991-W24,126.652695,2.534132,681.21369,6.029268,41.537037,281,1.251833,358.8633333
1991-W25,191.820359,2.283234,681.150595,7.928049,32.478528,285.571,1.179714,358.3416667
1991-W26,190.414286,1.98,682.247024,10.689157,29.608434,271.286,1.325857,359.2
1991-W27,201.602041,2.97551,680.73631,8.022754,36.51497,275.8,1.423,356.1666667
1991-W28,149.646707,2.478443,681.423214,9.240361,42.180645,269.714,1.298286,356.525
1991-W29,142.513889,4.177083,682.352381,11.298802,24.473054,271.2,1.2614,355.456
1991-W30,126.704819,6.607229,681.658333,9.406627,29.180723,281,1.2616,354.8816667
1991-W31,184.791667,2.721429,682.009524,7.989222,44.890244,266.143,1.312714,354.4316667
1991-W32,137.76,5.799333,681.659398,8.37197,52.046512,258,1.311667,355.07
1991-W33,172.94012,3.932335,681.982738,9.579518,30.222892,265.5,1.28925,354.5983333
1991-W34,217.851351,3.320946,682.125828,6.631068,67.838384,274.5,1.8425,353.4866667
1991-W35,197.236641,3.355725,682.58869,8.544138,61.347518,265.5,1.116,353.725
1991-W36,143.161677,4.228743,682.139881,8.549701,49.42515,269,1.45,352.41
1991-W37,116.696429,6.242262,680.519643,8.798802,24.706587,255,1.431429,352.4633333
1991-W38,147.588235,4.062185,678.889881,7.87546,42.815951,256.429,1.728714,351.3966667
1991-W39,184.156463,2.606122,681.514286,6.863462,66.833333,258.143,1.647429,352.185
1991-W40,115.297619,3.494643,680.470238,10.284932,28.609589,257.4,1.1036,352.2916667
1991-W41,181.281437,2.723952,680.909524,8.776506,34.789157,251.857,1.584,352.6066667
1991-W42,155.024096,2.904819,680.008333,8.379762,51.612245,246.5,1.543167,352.5333333
1991-W43,183.078313,2.695181,678.798214,6.877844,44.623457,253.5,1.4125,352.92
1991-W44,199.877863,2.381679,680.854167,7.325595,46.767857,253.429,1.470429,353.3433333
1991-W45,135.223602,5.455901,682.034524,8.696386,23.945783,251.167,1.442833,355.0966667
1991-W46,163.806452,5.082581,681.460714,8.431548,47.779762,235.667,1.842167,353.7883333
1991-W47,148.02963,5.3,681.210119,7.201212,72.105263,241.714,1.580429,354.0866667
1991-W48,171.666667,4.454762,678.758333,6.542771,51.905797,237.833,1.505833,354.715
1991-W49,190.076336,3.923664,680.225,5.74759,41.412121,246.571,1.653429,354.9483333
1991-W50,244.863014,2.386301,679.244048,5.703846,66.385542,238.667,1.7285,355.1133333
1991-W51,191.255952,3.484524,680.173214,6.285455,38.054545,222.5,1.484667,355.7133333
1991-W52,128.333333,4.855357,680.541667,7.08012,23.557576,237.857,1.758286,357.7083333
1992-W01,157.452381,5.370238,680.310714,6.369048,48.732143,243.286,1.755143,356.55
1992-W02,208.946429,3.679167,679.839881,5.433133,25.047904,231.857,1.760429,356.1666667
1992-W03,220.22619,4.27619,677.834524,5.375168,45.157576,237.5,1.7565,357.1466667
1992-W04,247.380952,3.482143,681.602381,7.078571,30.422619,231.857,1.838143,357.1033333
1992-W05,217.900709,4.70922,681.065734,8.03986,15.86014,238,1.3416,357.4716667
1992-W06,221.416667,2.773214,678.653571,5.173077,17.269461,259.571,1.457,356.9283333
1992-W07,240.958333,8.485714,677.628571,4.784431,36.2625,254.857,1.761143,357.7866667
1992-W08,217.22619,5.7,679.780952,5.243312,38.095808,249.714,1.945286,357.5583333
1992-W09,211.589286,5.446429,680.204762,8.292727,21.993939,249.714,1.445286,357.0366667
1992-W10,171.988095,3.263095,680.183929,5.818239,36.436364,256.857,1.49,358.4316667
1992-W11,177.420732,3.221341,680.104878,6.880864,26.91358,256.286,1.527143,358.85
1992-W12,146.144578,4.066867,681.460241,6.162733,22.347826,260.429,1.380857,359.495
1992-W13,124.23494,3.296988,681.205952,6.970482,19.981928,274,1.186429,359.095
1992-W14,188.08982,2.956287,679.649701,6.03697,31.181818,273.833,1.416667,358.9316667
1992-W15,245.440476,3.994643,678.38869,6.608537,32.268293,272.429,1.608714,359.1266667
1992-W16,175.157576,3.792727,682.11369,9.220359,29.047904,274,1.298714,359.92
1992-W17,236.595238,6.22619,678.26131,10.567262,33.184524,271.286,1.506571,360.3716667
1992-W18,235.690476,5.542857,681.36369,8.633133,30.181818,282.286,1.327571,360.25
1992-W19,230.113095,4.891071,678.657143,8.776364,19.919753,284.286,1.345,360.23
1992-W20,263.166667,7.019643,680.080952,7.553939,49.587879,270.143,1.406571,358.7083333
1992-W21,233.958333,8.572024,680.029762,7.806024,42.578313,276.857,1.333143,359.285
1992-W22,150.626506,3.56506,682.576786,9.846667,36.915152,281,1.417,360.8666667
1992-W23,119.22619,4.257143,680.951786,9.680838,25.748503,278,1.433286,360.7516667
1992-W24,137.428571,5.274405,681.695238,9.86131,23.815476,278.667,1.116167,360.28
1992-W25,111.191617,4.567066,682.076786,10.677246,25.664671,277.286,1.118143,359.135
1992-W26,142.4,5.498182,681.861905,10.24881,27.625,269.571,1.572857,358.6883333
1992-W27,113.888,4.1376,681.60119,10.848171,31.573171,260.714,1.646286,358.7575
1992-W28,154.568862,3.519162,680.865476,8.395181,44.52439,259.167,1.789833,356.3966667
1992-W29,107.596386,4.418675,680.73631,9.31988,33.927711,260,1.336286,356.69
1992-W30,128.761905,5.28869,682.192262,7.6875,57.361446,256.5,1.292667,357.3783333
1992-W31,161.167665,3.179042,682.703571,8.247024,61.543046,258.167,1.416667,354.7433333
1992-W32,139.952096,4.264671,682.465476,8.547024,41.767857,266.286,1.401,356.15
1992-W33,169.305195,3.358442,682.457595,7.95641,74.401361,253.4,1.7152,356.112
1992-W34,180.39521,4.111377,682.482143,8.654217,50.055556,261.167,1.244,354.7283333
1992-W35,185.090361,3.364458,682.152381,8.005952,59.13125,250,1.645429,353.61
1992-W36,201.309524,2.910714,680.794643,7.979012,63.45625,253,1.877143,354.26
1992-W37,144.422619,3.936905,681.842262,9.435542,72.296296,245.75,1.26925,355.1366667
1992-W38,204.297619,3.053571,680.247619,6.69759,74.038462,261.326,1.351192,353.2
1992-W39,176.339286,3.634524,680.645238,8.232335,58.011976,261.326,1.351192,354.01
1992-W40,206.253012,2.601807,680.748795,7.281595,51.17284,253.286,1.516714,352.7116667
1992-W41,208.321918,4.234247,680.856164,8.486897,52.770833,243,1.5584,353.5575
1992-W42,145.506024,3.154217,681.302976,8.222156,64.933735,232.5,1.22225,353.9516667
1992-W43,141.006211,7.007453,682.942593,8.303106,31.63522,246.143,1.564286,353.635
1992-W44,151.245509,5.12515,680.207738,7.836145,30.674699,242.8,1.3076,353.5266667
1992-W45,183.053571,6.683929,680.351786,7.788024,56.598802,231.5,1.553,354.8883333
1992-W46,166.119048,6.036905,680.52381,6.698802,20.526946,238.6,1.2602,356.0633333
1992-W47,182.636905,3.117857,681.350595,7.726994,50.839506,231,1.363,355.04
1992-W48,201.85119,3.994643,679.729167,5.957229,57.867925,234.25,1.363,355.0825
1992-W49,142.916168,5.214371,681.493452,6.921818,43.363636,228.75,1.5955,355.0925
1992-W50,134.886905,6.817857,680.597024,4.985119,34.244048,223.857,1.712286,356.7125
1992-W51,166.083333,5.855952,680.477381,6.854167,36.166667,223.2,1.6952,355.685
1992-W52,193.279762,4.202381,678.177381,4.745509,69.09697,235.5,1.826,356.25125
1992-W53,230.190476,6.845238,676.508333,3.562275,65.080745,217.5,2.836,356.8175
1993-W01,235.482143,13.258929,673.418452,2.824818,36.2125,226,1.35125,356.815
1993-W02,227.946108,6.138323,679.220958,4.333121,31.151515,219.8,1.436,357.875
1993-W03,227.916168,3.868263,680.246108,4.593865,33.757576,231,1.5692,356.855
1993-W04,210.275449,6.269461,677.844048,6.568452,14.404762,218.4,1.2966,356.55625
1993-W05,248.113095,8.93631,677.576786,6.563253,22.355422,218.143,1.504143,357.3175
1993-W06,249.589286,6.895238,678.167262,6.008974,18.690476,234.429,1.446429,357.51
1993-W07,214.101796,3.221557,679.777976,4.716783,24.059524,242.857,1.746714,357.265
1993-W08,153.52381,5.10119,681.329762,6.162651,10.36747,239.286,1.589429,357.49
1993-W09,164.446429,4.741071,680.988024,4.883019,14.240964,248.143,1.517714,359.7125
1993-W10,243.35119,6.673214,675.984524,3.609322,40.257576,246.8,1.2362,359.1075
1993-W11,223.783133,4.637349,680.547024,5.871429,32.094595,242.857,1.511,358.6366667
1993-W12,168.814371,4.413174,683.330357,7.754762,31.696429,245.429,1.492,358.095
1993-W13,141.628743,5.308982,681.349405,7.158434,47.270968,263.714,1.483,358.845
1993-W14,136.785714,4.235119,680.983929,7.716071,17.315476,264.667,1.489167,358.1825
1993-W15,135.321429,6.319643,682.935714,10.195783,9.908537,259.286,1.540857,360.17
1993-W16,164.716867,2.877108,681.7875,8.647904,26.305389,256.857,1.333,360.3975
1993-W17,158.053892,4.573054,681.529762,6.941104,23.638037,265.857,1.452857,360.1175
1993-W18,160.634731,7.78024,680.695833,7.373494,13.379518,272.143,1.433571,360.3325
1993-W19,244.559524,3.657143,679.226786,7.005389,40.156627,272,1.253833,360.8825
1993-W20,230.305389,3.602395,680.210119,7.255488,32.54878,282,1.113,361.0875
1993-W21,127.452381,5.198214,682.634524,8.574545,23.454545,285,1.033,360.7575
1993-W22,136.278788,8.152121,682.322619,10.064072,18.257485,294,1.044,359.77
1993-W23,147.327381,4.961905,681.926786,10.415152,17.709091,270.5,1.038,360.14
1993-W24,112.072289,3.556627,681.659524,11.205455,20.618182,263.667,1.204333,359.7975
1993-W25,109.197605,4.898802,682.199405,12.278571,8.577381,255,1.363714,359.7925
1993-W26,131.096386,2.879518,681.344048,9.940606,26.833333,257.143,1.421857,358.1275
1993-W27,255.107784,4.012575,680.210714,8.929341,38.335329,259.6,1.2846,358.91
1993-W28,169.168675,2.605422,682.133333,7.287195,54.033557,253.714,1.316,358.3325
1993-W29,154.108333,6.664167,682.163303,7.53125,58.8875,265.4,1.5012,357.41
1993-W30,134.55,2.906667,682.667213,7.060228,38.422648,262.5,1.271167,356.49
1993-W31,101.331325,3.36988,683.25119,7.060228,38.422648,258.167,1.118,356.415
1993-W32,115.489796,4.523129,682.242568,7.060228,38.422648,259.667,1.5055,356.0425
1993-W33,207.560976,3.138415,681.731138,7.626531,38.422648,258.5,1.424333,355.3625
1993-W34,195.248485,3.242424,681.969643,7.451807,57.335664,255.286,1.407714,354.855
1993-W35,234.067073,3.156098,680.95697,7.32625,49.0375,261.143,1.819714,353.45
1993-W36,147.73494,3.492771,681.954762,7.401205,40.446281,261,1.461857,353.09
1993-W37,141.560241,3.16506,682.122892,7.227273,49.111888,257.333,1.429167,354.6925
1993-W38,244.154762,3.27381,681.092262,6.548387,70.159664,256.143,1.71,354.6025
1993-W39,168.11976,3.163473,681.714286,8.605389,51.246914,249.6,1.6414,353.265
1993-W40,145.982036,3.956886,682.295833,8.112121,42.987879,254.714,1.791714,353.9866667
1993-W41,229.155689,3.635329,680.119643,6.298802,50.592814,260.167,1.827167,354.055
1993-W42,210.946429,3.308333,679.992857,6.931548,36.562044,251.2,1.87,355.3
1993-W43,225.773109,8.545378,678.251667,6.652586,37.666667,252.667,1.515,354.0675
1993-W44,132.625,3.08125,680.15,10.3875,38.537461,253.143,1.589857,355.105
1993-W45,256.44,4.295,678.5758,6.50297,19.130435,251.571,1.552429,355.6775
1993-W46,155.821429,4.221429,679.445595,8.008333,16.754601,245.143,1.479571,358.045
1993-W47,225.89881,3.295833,678.715417,6.18869,19.080745,252.5,1.8175,356.2925
1993-W48,164.75,4.88869,680.53881,6.707738,21.7125,243.143,1.653714,356.315
1993-W49,137.97619,8.704167,680.158155,6.5875,10.916168,252.857,1.714714,356.4475
1993-W50,188.72619,2.807738,678.11125,4.786905,51.718563,246,1.766,361.17
1993-W51,145.821429,4.732143,679.694821,6.317857,16.220238,241.143,1.793286,357.72
1993-W52,245.184524,4.491667,679.717651,8.422289,16.716867,239.429,1.926857,357.8225
1994-W01,215.279762,3.308333,679.15119,5.901786,20.704819,237.333,1.368333,358.21
1994-W02,241.60119,4.046429,677.867262,5.960119,22.847561,246.143,1.571143,358.3525
1994-W03,223.770833,4.152778,677.229167,5.065972,25.194444,248.8,1.8446,358.39
1994-W04,244.576389,4.860417,677.059722,4.398374,39.552448,244.833,1.813,359.68
